file,values
00864.txt,"[""'fighter"", ""'military"", ""'mission"", ""'war"", ""'warplane""]"
00097.txt,"[""'breach"", ""'execute"", ""'warfare""]"
04442.txt,"[""'target""]"
00543.txt,"[""'war""]"
04214.txt,"[""'threaten""]"
03079.txt,"[""'deadly"", ""'injuries"", ""'sabotage"", ""'security"", ""'satellite""]"
00139.txt,"[""'dead"", ""'death"", ""'fight"", ""'investigations"", ""'secret"", ""'target"", ""'war""]"
03904.txt,"[""'land"", ""'military""]"
04244.txt,"[""'breach"", ""'explosion""]"
01214.txt,"[""'strategy""]"
02851.txt,"[""'coalition"", ""'fight""]"
00283.txt,"[""'target""]"
01238.txt,"[""'threat""]"
02135.txt,"[""'dead"", ""'land"", ""'secret"", ""'treachery"", ""'war""]"
01474.txt,"[""'vicious"", ""'war""]"
02083.txt,"[""'hostile"", ""'strategist"", ""'suffering""]"
00366.txt,"[""'deadly"", ""'fatal"", ""'kill"", ""'threat""]"
04218.txt,"[""'strategist""]"
00636.txt,"[""'strategist""]"
03559.txt,"[""'strategic""]"
01794.txt,"[""'disastrous"", ""'strategist"", ""'target""]"
01537.txt,"[""'satellite""]"
01872.txt,"[""'assassinate"", ""'dead"", ""'guns"", ""'kill"", ""'guns"", ""'military"", ""'murder"", ""'secret""]"
00378.txt,"[""'rebel""]"
01193.txt,"[""'dead"", ""'suspect""]"
03510.txt,"[""'mines"", ""'mines"", ""'target""]"
00306.txt,"[""'dead"", ""'strategic"", ""'tank""]"
00722.txt,"[""'strategy""]"
02660.txt,"[""'strategy"", ""'threaten""]"
03152.txt,"[""'radiation""]"
01160.txt,"[""'strategic""]"
02765.txt,"[""'strategic""]"
01617.txt,"[""'investigate"", ""'investigations"", ""'persecute"", ""'security""]"
02806.txt,"[""'die""]"
03468.txt,"[""'strategist"", ""'target""]"
03299.txt,"[""'security"", ""'target""]"
02316.txt,"[""'strategy""]"
03482.txt,"[""'strategy"", ""'target""]"
02736.txt,"[""'fight"", ""'strategist"", ""'strategy"", ""'suspect""]"
02630.txt,"[""'military"", ""'weapons""]"
04285.txt,"[""'hostile""]"
04109.txt,"[""'land"", ""'radical""]"
02517.txt,"[""'security""]"
01809.txt,"[""'fight"", ""'land""]"
00339.txt,"[""'military"", ""'strategic""]"
02047.txt,"[""'casualties"", ""'coalition"", ""'mortars"", ""'overthrow"", ""'rebel"", ""'weapons""]"
00322.txt,"[""'strategy""]"
03010.txt,"[""'target""]"
02868.txt,"[""'strategy""]"
